fourgram,fourfreq,predictor,fivefreq,prob
enjoy_the_rest_of,37,your,25,0.675675675675676
for_the_rest_of,376,your,25,0.0664893617021277
had_a_bit_of,41,a,25,0.609756097560976
he_was_one_of,41,the,25,0.609756097560976
here's_my_number_so,26,call,25,0.961538461538461
in_the_middle_of,638,nowhere,25,0.0391849529780564
in_the_midst_of,157,a,25,0.159235668789809
in_your_customer_area,26,now,25,0.961538461538461
is_the_way_to,43,go,25,0.581395348837209
it_has_to_do,29,with,25,0.862068965517241
it_was_great_meeting,31,you,25,0.806451612903226
it_would_be_a,185,great,25,0.135135135135135
it_would_have_to,30,be,25,0.833333333333333
it_would_mean_so,26,much,25,0.961538461538461
make_it_a_great,42,day,25,0.595238095238095
number_so_call_me,27,maybe,25,0.925925925925926
off_to_a_good,26,start,25,0.961538461538461
on_the_look_out,39,for,25,0.641025641025641
one_of_my_best,42,friends,25,0.595238095238095
one_of_those_people,55,who,25,0.454545454545455
s_o_to_for,69,being,25,0.36231884057971
so_much_for_stopping,26,by,25,0.961538461538461
something_to_do_with,104,the,25,0.240384615384615
thank_you_for_following,181,us,25,0.138121546961326
thank_you_for_the,806,retweet,25,0.0310173697270472
thank_you_to_all,151,the,25,0.165562913907285
thanks_for_taking_the,27,time,25,0.925925925925926
the_benefit_of_the,43,doubt,25,0.581395348837209
the_last_couple_of,94,weeks,25,0.265957446808511
the_rest_of_the,1060,season,25,0.0235849056603774
thought_it_would_be,178,a,25,0.140449438202247
thought_it_would_be,178,fun,25,0.140449438202247
to_get_out_of,247,bed,25,0.101214574898785
to_give_it_a,87,try,25,0.28735632183908
what_are_some_of,54,the,25,0.462962962962963
what_are_some_of,54,your,25,0.462962962962963
what_are_you_doing,243,for,25,0.102880658436214
what_do_you_do,113,when,25,0.221238938053097
when_are_you_coming,61,to,25,0.409836065573771
why_do_you_have,41,to,25,0.609756097560976
you_all_have_a,89,great,25,0.280898876404494
you_are_going_to,199,be,25,0.125628140703518
you_are_looking_for,77,a,25,0.324675324675325
you_need_to_do,73,is,25,0.342465753424658
a_hell_of_a,75,lot,24,0.32
are_some_of_your,32,favorite,24,0.75
be_a_bit_of,30,a,24,0.8
be_on_the_lookout,43,for,24,0.558139534883721
do_you_have_a,248,favorite,24,0.0967741935483871
dont_know_what_to,45,do,24,0.533333333333333
from_the_rest_of,35,the,24,0.685714285714286
from_the_top_of,37,the,24,0.648648648648649
happy_birthday_to_one,26,of,24,0.923076923076923
has_been_one_of,41,the,24,0.585365853658537
have_to_go_back,51,to,24,0.470588235294118
have_to_go_to,148,school,24,0.162162162162162
here_are_a_few,142,of,24,0.169014084507042
if_you_really_want,38,to,24,0.631578947368421
if_you_want_to,626,get,24,0.0383386581469649
in_the_midst_of,157,the,24,0.152866242038217
in_the_name_of,146,jesus,24,0.164383561643836
in_the_united_states,223,and,24,0.10762331838565
is_not_going_to,92,be,24,0.260869565217391
it_was_great_to,103,meet,24,0.233009708737864
just_a_few_of,35,the,24,0.685714285714286
me_know_if_you,207,want,24,0.115942028985507
no_such_thing_as,104,a,24,0.230769230769231
on_the_right_side,42,of,24,0.571428571428571
one_of_the_most,593,beautiful,24,0.0404721753794266
thank_you_all_so,29,much,24,0.827586206896552
thanks_for_the_rts,104,and,24,0.230769230769231
that_was_one_of,32,the,24,0.75
the_last_couple_of,94,days,24,0.25531914893617
the_other_end_of,32,the,24,0.75
the_top_of_my,86,head,24,0.27906976744186
there_are_a_couple,32,of,24,0.75
thought_it_was_going,25,to,24,0.96
to_the_back_of,36,the,24,0.666666666666667
wanted_to_let_you,28,know,24,0.857142857142857
when_you_get_a,50,chance,24,0.48
where_the_wild_things,24,are,24,1
would_you_be_interested,27,in,24,0.888888888888889
you_do_not_have,59,to,24,0.406779661016949
a_lot_of_work,91,to,23,0.252747252747253
a_lot_to_do,44,with,23,0.522727272727273
am_the_only_one,102,that,23,0.225490196078431
as_long_as_can,39,remember,23,0.58974358974359
at_the_bottom_of,138,this,23,0.166666666666667
be_interesting_to_see,62,how,23,0.370967741935484
come_to_the_conclusion,24,that,23,0.958333333333333
did_you_think_of,49,the,23,0.469387755102041
do_you_think_about,60,the,23,0.383333333333333
for_a_long_time,277,and,23,0.0830324909747293
forward_to_working_with,38,you,23,0.605263157894737
had_no_idea_what,72,was,23,0.319444444444444
have_it_any_other,23,way,23,1
have_nothing_to_do,38,with,23,0.605263157894737
i'll_let_you_know,109,when,23,0.211009174311927
i_have_a_lot,33,of,23,0.696969696969697
if_you_want_to,626,go,23,0.036741214057508
in_the_last_couple,33,of,23,0.696969696969697
in_the_shape_of,34,a,23,0.676470588235294
is_the_last_day,62,to,23,0.370967741935484
it's_available_in_your,23,customer,23,1
just_got_back_from,109,the,23,0.211009174311927
need_to_learn_how,24,to,23,0.958333333333333
nice_to_meet_you,158,too,23,0.145569620253165
on_the_part_of,53,the,23,0.433962264150943
one_of_my_favorite,466,places,23,0.0493562231759657
over_the_last_few,59,years,23,0.389830508474576
tell_your_friends_to,35,follow,23,0.657142857142857
the_end_of_the,1190,night,23,0.019327731092437
the_first_day_of,117,spring,23,0.196581196581197
they_are_going_to,101,be,23,0.227722772277228
this_time_of_the,32,year,23,0.71875
to_do_the_right,25,thing,23,0.92
to_get_in_touch,34,with,23,0.676470588235294
to_get_my_hands,29,on,23,0.793103448275862
to_learn_more_about,107,the,23,0.214953271028037
to_take_advantage_of,90,the,23,0.255555555555556
what_is_going_on,105,with,23,0.219047619047619
you_would_like_to,181,be,23,0.12707182320442
a_big_fan_of,133,the,22,0.165413533834586
a_week_and_a,25,half,22,0.88
all_want_for_christmas,24,is,22,0.916666666666667
and_most_oral_care,22,products,22,1
are_just_a_few,58,of,22,0.379310344827586
at_the_beginning_of,157,this,22,0.140127388535032
but_if_you_want,34,to,22,0.647058823529412
can't_wait_to_see,699,my,22,0.0314735336194564
do_it_all_over,24,again,22,0.916666666666667
figure_out_what_to,29,do,22,0.758620689655172
find_a_way_to,168,get,22,0.130952380952381
for_a_couple_of,178,hours,22,0.123595505617978
for_spreading_the_word,73,about,22,0.301369863013699
give_a_shout_out,31,to,22,0.709677419354839
going_to_be_a,640,fun,22,0.034375
going_to_be_a,640,very,22,0.034375
had_a_great_time,328,last,22,0.0670731707317073
have_a_great_day,416,and,22,0.0528846153846154
have_no_idea_how,112,much,22,0.196428571428571
help_us_spread_the,22,word,22,1
here_are_just_a,25,few,22,0.88
hope_to_see_you,395,in,22,0.0556962025316456
i'm_not_a_fan,33,of,22,0.666666666666667
i_cant_wait_to,57,see,22,0.385964912280702
i_don't_even_know,59,what,22,0.372881355932203
i_feel_the_same,29,way,22,0.758620689655172
i_would_love_to,150,see,22,0.146666666666667
im_not_the_only,26,one,22,0.846153846153846
is_coming_to_an,22,end,22,1
is_the_place_to,41,be,22,0.536585365853659
is_there_a_way,35,to,22,0.628571428571429
it's_time_for_me,22,to,22,1
it_was_so_nice,32,to,22,0.6875
it_would_be_interesting,27,to,22,0.814814814814815
it_would_have_been,136,a,22,0.161764705882353
its_been_a_while,39,since,22,0.564102564102564
just_got_off_the,28,phone,22,0.785714285714286
love_to_hear_your,52,thoughts,22,0.423076923076923
mi_run_with_a,34,time,22,0.647058823529412
no_matter_how_much,66,you,22,0.333333333333333
not_sure_how_feel,23,about,22,0.956521739130435
on_dancing_with_the,23,stars,22,0.956521739130435
one_of_my_favorite,466,movies,22,0.0472103004291846
over_the_next_few,56,days,22,0.392857142857143
over_the_past_couple,23,of,22,0.956521739130435
s_o_to_all,46,my,22,0.478260869565217
so_what_do_you,52,think,22,0.423076923076923
tell_me_what_to,30,do,22,0.733333333333333
thank_you_for_the,806,shout,22,0.0272952853598015
thank_you_to_all,151,who,22,0.145695364238411
the_end_of_the,1190,first,22,0.0184873949579832
the_next_couple_of,78,weeks,22,0.282051282051282
there_are_so_many,237,things,22,0.0928270042194093
there_is_no_way,100,to,22,0.22
this_is_what_happens,37,when,22,0.594594594594595
this_was_the_first,47,time,22,0.468085106382979
to_do_with_my,64,life,22,0.34375
to_go_back_to,233,sleep,22,0.0944206008583691
was_thinking_the_same,22,thing,22,1
we_have_a_new,67,server,22,0.328358208955224
we_would_love_to,114,see,22,0.192982456140351
while_at_the_same,22,time,22,1
you_have_a_good,99,day,22,0.222222222222222
you_would_like_to,181,see,22,0.121546961325967
a_great_day_to,50,be,21,0.42
a_huge_thank_you,26,to,21,0.807692307692308
a_little_bit_of,217,a,21,0.0967741935483871
a_thing_of_the,24,past,21,0.875
all_had_to_do,24,was,21,0.875
all_have_to_do,28,is,21,0.75
am_going_to_have,34,to,21,0.617647058823529
am_really_looking_forward,21,to,21,1
and_all_of_a,21,sudden,21,1
and_we_look_forward,21,to,21,1
as_a_member_of,41,the,21,0.51219512195122
as_long_as_it,67,is,21,0.313432835820896
at_the_hands_of,41,the,21,0.51219512195122
at_the_heart_of,47,the,21,0.446808510638298
but_here's_my_number,25,so,21,0.84
buy_one_get_one,31,free,21,0.67741935483871
can't_wait_to_see,699,them,21,0.0300429184549356
could_go_on_and,23,on,21,0.91304347826087
day_in_and_day,21,out,21,1
follow_me_it_would,33,mean,21,0.636363636363636
for_a_couple_of,178,years,21,0.117977528089888
for_a_long_time,277,but,21,0.075812274368231
forward_to_hearing_from,25,you,21,0.84
going_on_in_my,36,life,21,0.583333333333333
had_such_a_great,30,time,21,0.7
have_a_great_day,416,everyone,21,0.0504807692307692
have_a_long_way,21,to,21,1
haven't_been_on_here,30,in,21,0.7
here_are_some_of,58,my,21,0.362068965517241
hope_you_feel_better,75,soon,21,0.28
i_would_like_to,156,thank,21,0.134615384615385
if_you_get_a,40,chance,21,0.525
in_the_wake_of,47,the,21,0.446808510638298
is_going_to_be,863,awesome,21,0.0243337195828505
is_not_the_same,35,as,21,0.6
it's_a_great_day,40,to,21,0.525
it's_never_too_late,32,to,21,0.65625
it_has_nothing_to,21,do,21,1
it_just_me_or,88,is,21,0.238636363636364
just_the_way_you,30,are,21,0.7
list_of_things_to,28,do,21,0.75
looking_forward_to_working,39,with,21,0.538461538461538
make_sure_you_check,37,out,21,0.567567567567568
of_the_rest_of,57,the,21,0.368421052631579
on_our_way_to,87,the,21,0.241379310344828
on_the_last_day,29,of,21,0.724137931034483
on_the_other_hand,302,the,21,0.0695364238410596
on_the_way_to,180,work,21,0.116666666666667
right_in_the_middle,24,of,21,0.875
sometimes_you_just_have,21,to,21,1
take_a_deep_breath,42,and,21,0.5
thank_you_for_all,135,of,21,0.155555555555556
thanks_for_coming_out,64,to,21,0.328125
the_end_of_this,122,month,21,0.172131147540984
the_hell_out_of,82,me,21,0.25609756097561
the_right_side_of,36,the,21,0.583333333333333
there's_no_such_thing,24,as,21,0.875
there_seems_to_be,40,a,21,0.525
this_is_crazy_but,28,here's,21,0.75
this_was_going_to,30,be,21,0.7
to_all_our_new,24,followers,21,0.875
to_get_some_work,22,done,21,0.954545454545455
to_go_to_school,91,tomorrow,21,0.230769230769231
to_make_up_for,82,it,21,0.25609756097561
to_one_of_my,74,favorite,21,0.283783783783784
to_see_you_again,78,soon,21,0.269230769230769
to_see_you_on,80,twitter,21,0.2625
to_spend_some_time,43,with,21,0.488372093023256
we_are_so_excited,45,to,21,0.466666666666667
what_to_do_with,140,myself,21,0.15
when_are_you_coming,61,back,21,0.344262295081967
when_it_rains_it,23,pours,21,0.91304347826087
will_be_the_death,21,of,21,1
will_never_be_able,22,to,21,0.954545454545455
you_can_read_more,25,about,21,0.84
you_for_the_shout,22,out,21,0.954545454545455
you_have_a_lot,27,of,21,0.777777777777778
you_may_be_able,21,to,21,1
you_want_to_be,179,a,21,0.11731843575419
a_lot_of_fun,187,and,20,0.106951871657754
a_stay_at_home,32,mom,20,0.625
and_last_but_not,22,least,20,0.909090909090909
and_thanks_for_the,86,follow,20,0.232558139534884
are_a_lot_of,158,people,20,0.126582278481013
at_the_same_time,838,and,20,0.0238663484486874
at_the_same_time,838,it,20,0.0238663484486874
be_one_of_the,177,best,20,0.112994350282486
day_of_the_rest,20,of,20,1
do_not_have_to,66,be,20,0.303030303030303
first_time_in_a,51,long,20,0.392156862745098
first_time_in_my,20,life,20,1
for_about_minutes_or,23,until,20,0.869565217391304
for_lack_of_a,21,better,20,0.952380952380952
for_the_sake_of,142,the,20,0.140845070422535
forward_to_seeing_you,166,at,20,0.120481927710843
from_all_of_us,39,at,20,0.512820512820513
get_out_of_the,132,house,20,0.151515151515152
gonna_be_a_long,47,day,20,0.425531914893617
got_to_be_kidding,24,me,20,0.833333333333333
happy_new_year_to,67,all,20,0.298507462686567
has_been_a_long,37,time,20,0.540540540540541
have_so_much_to,48,do,20,0.416666666666667
hope_you_have_an,33,amazing,20,0.606060606060606
how_important_it_is,29,to,20,0.689655172413793
how_long_have_you,30,been,20,0.666666666666667
i_am_looking_forward,20,to,20,1
i_can't_wait_for,84,the,20,0.238095238095238
i_don't_know_about,42,you,20,0.476190476190476
if_you_dont_want,26,to,20,0.769230769230769
if_you_know_what,35,mean,20,0.571428571428571
if_you_look_at,43,the,20,0.465116279069768
in_a_way_that,149,is,20,0.134228187919463
in_the_hands_of,59,the,20,0.338983050847458
in_the_same_way,91,that,20,0.21978021978022
is_crazy_but_here's,21,my,20,0.952380952380952
is_going_to_be,863,on,20,0.0231749710312862
is_one_of_my,231,favourite,20,0.0865800865800866
is_the_only_thing,45,that,20,0.444444444444444
it_feels_good_to,58,be,20,0.344827586206897
just_met_you_and,20,this,20,1
just_wanted_to_let,28,you,20,0.714285714285714
look_at_some_of,28,the,20,0.714285714285714
look_forward_to_meeting,26,you,20,0.769230769230769
looking_forward_to_seeing,236,the,20,0.0847457627118644
made_me_laugh_out,20,loud,20,1
mean_so_much_to,26,me,20,0.769230769230769
my_heart_goes_out,21,to,20,0.952380952380952
not_a_huge_fan,20,of,20,1
off_the_top_of,25,my,20,0.8
on_my_to_do,20,list,20,1
on_the_bottom_of,32,the,20,0.625
on_to_the_next,73,one,20,0.273972602739726
one_of_the_first,133,to,20,0.150375939849624
over_the_course_of,94,a,20,0.212765957446809
over_the_next_few,56,weeks,20,0.357142857142857
please_follow_me_it,22,would,20,0.909090909090909
please_please_please_follow,26,me,20,0.769230769230769
thank_you_so_much,664,to,20,0.0301204819277108
thank_you_to_all,151,my,20,0.132450331125828
thanks_for_all_of,40,your,20,0.5
thanks_for_all_you,24,do,20,0.833333333333333
thanks_for_stopping_by,112,and,20,0.178571428571429
thanks_so_much_for,357,sharing,20,0.0560224089635854
that_awkward_moment_when,230,you're,20,0.0869565217391304
the_best_of_the,59,best,20,0.338983050847458
the_end_of_the,1190,season,20,0.0168067226890756
the_fact_that_it,71,was,20,0.28169014084507
the_last_day_of,91,the,20,0.21978021978022
the_past_couple_of,58,weeks,20,0.344827586206897
the_point_of_view,25,of,20,0.8
there_is_a_difference,30,between,20,0.666666666666667
to_fall_in_love,31,with,20,0.645161290322581
to_figure_out_what,107,to,20,0.186915887850467
to_get_a_hold,22,of,20,0.909090909090909
to_get_the_word,22,out,20,0.909090909090909
to_go_back_to,233,work,20,0.0858369098712446
to_have_a_lot,25,of,20,0.8
to_keep_up_with,96,the,20,0.208333333333333
to_the_other_side,38,of,20,0.526315789473684
to_you_and_your,50,family,20,0.4
today_is_one_of,25,those,20,0.8
wait_to_see_you,215,guys,20,0.0930232558139535
was_great_to_meet,28,you,20,0.714285714285714
we_are_going_to,212,have,20,0.0943396226415094
we_are_so_proud,23,of,20,0.869565217391304
we_would_love_to,114,have,20,0.175438596491228
what_to_do_with,140,it,20,0.142857142857143
what_you_need_to,52,do,20,0.384615384615385
you_all_have_a,89,wonderful,20,0.224719101123596
you_and_this_is,24,crazy,20,0.833333333333333
you_had_a_great,111,time,20,0.18018018018018
you_had_a_great,111,weekend,20,0.18018018018018
you_have_a_wonderful,49,day,20,0.408163265306122
you_know_what_they,29,say,20,0.689655172413793
you_may_or_may,20,not,20,1
a_couple_of_days,123,ago,19,0.154471544715447
a_lot_of_people,267,who,19,0.0711610486891386
and_fell_in_love,23,with,19,0.826086956521739
and_had_a_great,35,time,19,0.542857142857143
and_on_wednesday_at,19,the,19,1
and_over_and_over,36,again,19,0.527777777777778
and_this_is_crazy,31,but,19,0.612903225806452
are_red_violets_are,19,blue,19,1
are_you_ready_for,83,the,19,0.228915662650602
as_much_a_part,20,of,19,0.95
at_the_end_of,945,it,19,0.0201058201058201
at_the_wallingford_ct,19,show,19,1
back_to_the_drawing,19,board,19,1
be_a_lot_of,60,fun,19,0.316666666666667
burned_calories_doing_minutes,19,of,19,1
can't_wait_for_the,175,next,19,0.108571428571429
can_we_interview_you,19,and,19,1
crazy_but_here's_my,21,number,19,0.904761904761905
decided_it_was_time,25,to,19,0.76
didn't_get_a_chance,24,to,19,0.791666666666667
do_you_think_you,54,are,19,0.351851851851852
don't_know_what_it,27,is,19,0.703703703703704
everyone_had_a_great,50,weekend,19,0.38
find_a_way_to,168,make,19,0.113095238095238
for_as_long_as,78,can,19,0.243589743589744
get_the_hell_out,21,of,19,0.904761904761905
getting_ready_to_go,58,to,19,0.327586206896552
glad_i'm_not_the,19,only,19,1
glad_you_had_a,32,good,19,0.59375
had_a_dream_last,20,night,19,0.95
has_to_do_with,79,the,19,0.240506329113924
have_a_new_server,22,ready,19,0.863636363636364
have_no_idea_how,112,to,19,0.169642857142857
haven't_had_a_chance,20,to,19,0.95
hope_everyone_has_a,107,wonderful,19,0.177570093457944
hope_you_had_a,183,wonderful,19,0.103825136612022
how_are_you_going,20,to,19,0.95
i'm_looking_forward_to,157,it,19,0.121019108280255
i'm_sorry_to_hear,25,that,19,0.76
i_am_in_love,23,with,19,0.826086956521739
i_don't_want_to,141,be,19,0.134751773049645
i_just_want_you,23,to,19,0.826086956521739
if_you're_in_the,45,area,19,0.422222222222222
if_you_are_looking,59,to,19,0.322033898305085
if_you_do_not,82,have,19,0.231707317073171
in_a_couple_of,98,days,19,0.193877551020408
in_the_last_few,64,years,19,0.296875
in_the_top_of,30,the,19,0.633333333333333
in_this_day_and,20,age,19,0.95
interview_you_and_on,19,wednesday,19,1
